id,title,wage,vessel_type,vessel_name,start_date,contract_duration,trading_region,info_text
470554,Electrician,$ 3 000 per month,Bulk Carrier,,20/11/2024,6 months,Liberia,"
Information about vacancy Electrician (for Bulk Carrier):
Электрик (Electrician),оклад $ Apply via Maritime Zone / в месяц— Балкер (Bulk Carrier)▫️ DWT: ▫️ GT: ▫️ Машина: MAN-B&W▫️ Флаг: Liberia ▫️ Год: 2014▫️ Продолжительность:  6 +/-1 месяцев▫️ Регион: Worldwide▫️ Посадка: Касабланка, Марокко, 20 - 25 ноября 2024 года ️️️️️️️️▫️ Экипаж (crew): UkrainianPlease send your application form| Анкеты присылать: +380962975747 (WhatsApp,Telegram) Ирина+380639791469 (Viber, WhatsApp, Telegram) Анна
"
472093,Fitter / Welder,Salary Negotiable,Crude Oil Tanker,,20/11/2024,4 months,,
448182,El. Eng. Assistant,$ 1 500 - $ 2 300 per month,Container Ship,,07/12/2024,5 months,,"
Information about vacancy El. Eng. Assistant (for Container Ship):
GEARLESS CONTAINERDWT 132000BUILT 2018 YEAR, Apply via Maritime ZoneCREW MIXEDMAIN ENG MAN B&W MEEXCELLENT ROTATION PLAN WITH FLEET ABT 125 CONTAINER VESSELS
"
464517,OS,$ 1 447 per month,General cargo,,27/11/2024,6 months,Poland,"
Information about vacancy OS (for General cargo):
Professional, English speaking OS with USA visa on hands is needed for General Cargo  / 1300 dwt,  2009 yo, 6 months contract, mixed crewWith full Covid vaccination.Only for Ukrainian seafarers.Russian seafarers are not considered.
"
453664,2nd Engineer,$ 9 500 - $ 10 500 per month,Chemical tanker,,20/11/2024,4 months,,"
Information about vacancy 2nd Engineer (for Chemical tanker):
URGENTLY LOOKING FOR CREWVessel Type : Chemical TankerYear Built : 2015DWT : 19000Engine Type : MAN BW 7S35MCJoining Date : ASAPFollowing Positions Required : CO: 9500 - 10500 USD (4±1 months)CE: 12500 - 13000 USD (4±1 months)2E: 9500 - 10500 USD (4±1 months)USA VISA REQUIRED Follow us on Telegram - Apply via Maritime Zone
"
461715,2nd Officer,$ 2 800 - $ 3 300 per month,Bulk Carrier,,29/11/2024,6 months,,"
Information about vacancy 2nd Officer (for Bulk Carrier):
Bulker/DWT 38000/2012 Apply via Maritime Zone.2nd Officer: 2800-3300$/6 months Joining: late November, early DecemberREQ: experience in rank on similar ships a must, good English, Covid vaccination, Russian certificates
"
469325,ETO,$ 6 000 per month,General cargo,,30/11/2024,4 months,,"
Information about vacancy ETO (for General cargo):
EU only
"
473051,Chief Officer,$ 5 460 - $ 16 380 per month,Bulk Carrier,,25/11/2024,2 months,Belize,"
Information about vacancy Chief Officer (for Bulk Carrier):
Trading area: Constanta, Romania - Pivdennyi, Ukraine
"
473952,Chief Officer,$ 10 500 per month,Crude Oil Tanker,,06/12/2024,4 months,,"
Information about vacancy Chief Officer (for Crude Oil Tanker):
We are inviting candidates from UKRAINIAN, RUSSIAN ,GEORGIAN, GREEK to join our team.Requirements: •	Candidates should have good English and be ready to pass CES test•	Candidates should have min 4 contracts in rank and SAME dwt, SAME type of vessel. •	Max age 55-57 years•	All candidates should have no more than 2 SHIPOWNERS (not agency) during last 5-7 contracts.•	All candidates should not be ashore for more than 1 year.•	 I am ready to answer all your questions via WhatsApp.•	 Please send your CV to my WhatsApp: +380961576853•	 Email: Apply via Maritime Zone•	Join our team – we are waiting for you!
"
469149,Master,$ 11 000 per month,Chemical tanker,Black Sea,25/11/2024,3 months,Liberia,
464281,Gas Engineer,$ 8 550 per month,LPG / LNG,,15/12/2024,4 months,Liberia,"
Information about vacancy Gas Engineer (for LPG / LNG):
Additional Information :Type: LPGNationality: UKRAINIANGood English.MARAD verification Send your CV:+380666073760+380958859267 +380992960690Viber, WhatsApp, TelegramEmail: Apply via Maritime Zone 
"
470368,Chief Engineer,$ 12 000 - $ 15 000 per month,Crude Oil Tanker,,25/11/2024,4 months,,"
Information about vacancy Chief Engineer (for Crude Oil Tanker):
Зарплата зависит от результата прохождения собеседования 
"
469519,El. Engineer,$ 5 300 per month,Bulk Carrier,Worldwide,19/11/2024,5 months,Liberia,
466316,2nd Engineer,Salary Negotiable,RO-RO,,04/12/2024,4 months,Panama,"
Information about vacancy 2nd Engineer (for RO-RO):
We  look for a  2nd Engineer  able to join a Ro-Ro  vessel  (1991 year built; Panama flag; DWT  7432 /  GRT 22986; ME Sulzer 4*8ZAL40S,  4Str; 5280kW / 7179 hp)  at the beg of December.   International crew on board. Conditions of employment:  4 months  contract;  the proposed  monthly wages - NEGOTIABLE. Requirements: -   rank  experience and experience with  4 str main engine.  -    knowledge of English If interested, please apply  with your latest CV
"
473817,Master,Salary Negotiable,Bulk Carrier,,29/11/2024,4 months,,"
Information about vacancy Master (for Bulk Carrier):
Requirements: • DWT: 170000• Good English• Similar experience on rank and vessel type • Salary PER EXPERIENCE• Contract Duration (4+-1 month) I will answer all your questions via WhatsApp or TelegramPlease send your CV`s to my WhatsApp or e-mail: Tel: + 380632835158 (Dmytro)e-mail: Apply via Maritime Zone
"
468758,2nd Engineer,$ 7 000 - $ 8 500 per month,Container Ship,,30/11/2024,5 months,,"
Information about vacancy 2nd Engineer (for Container Ship):
2 EngContainer VesselsSalary: 7000-8500 USD or more (upon experience)Good EnglishExperience in rankApply via Maritime Zone
"
460368,Messman,$ 1 058 per month,Bulk Carrier,Far East,25/11/2024,6 months,Bahamas,"
Information about vacancy Messman (for Bulk Carrier):
• Duration - 6(+-1) months• Type of vessel - Bulk Carrier 180202 dwt• Location – Coast of ChinaНаши контакты:Apply via Maritime ZoneOffice - +380 (48) 737 55 33 WhatsApp / Viber / Telegram - +380 (63) 73 755 33
"
460692,AB Seaman,$ 1 770 - $ 1 970 per month,Crude Oil Tanker,,25/11/2024,6 months,Greece,
473544,3rd Officer,$ 3 319 per month,Oil Products Tanker,,27/11/2024,4 months,,"
Information about vacancy 3rd Officer (for Oil Products Tanker):
+37068998730Apply via Maritime Zone
"
462705,Chief Officer,$ 10 000 - $ 10 500 per month,Oil Products Tanker,,20/11/2024,4 months,Persian Gulf,"
Information about vacancy Chief Officer (for Oil Products Tanker):
Only for Ukrainian nationality!!!!! For more details pls send your application on WhatsApp number +380957958961
"
467507,Oiler,$ 1 720 per month,Chemical tanker,,05/12/2024,4 months,,
473114,2nd Officer,$ 4 800 - $ 5 100 per month,Chemical tanker,,15/12/2024,4 months,Portugal,"
Information about vacancy 2nd Officer (for Chemical tanker):
Shengen Visa required
"
468180,3rd Officer,$ 3 600 - $ 3 800 per month,Oil Products Tanker,,01/12/2024,1 month,Germany,
472974,3rd Engineer,$ 2 700 per month,AHTS,,07/12/2024,4 months,Malta,
467275,Messman,$ 1 100 - $ 1 200 per month,Chemical tanker,,20/11/2024,6 months,,"
Information about vacancy Messman (for Chemical tanker):
Messman on Chemical / Oil Products TankerDuration: 6 months +/- 1Embarkation: Apply via Maritime ZoneVISA: USA C1/DSalary: 1100 - 1200 USD per monthYear of build: 2019DWT: 49800Engine: MAN 6S50ME – 7180 KWEnglish: Good Crew: MixedSailing area: WW More vacancies on Telegram @tridentmaritime_vacanciesAnd contact us on LinkedIn [Apply on Telegram, WhatsApp, Viber +380687373735, +380957373735, +380667373735, +380977373735]
"
474009,3rd Officer,$ 3 300 per month,Oil Products Tanker,,27/11/2024,4 months,,"
Information about vacancy 3rd Officer (for Oil Products Tanker):
+37068998730Apply via Maritime Zone
"
473723,Electrician,$ 2 800 per month,Bulk Carrier,,22/11/2024,4 months,Malta,"
Information about vacancy Electrician (for Bulk Carrier):
• Duration - 4(+-1) months• Type of vessel - Bulk Carrier 8184 dwt• Location – Mediterranean Sea• Schengen visa mandatoryНаши контакты:Apply via Maritime ZoneOffice - +380 (48) 737 55 33WhatsApp / Viber / Telegram - +380 (63) 73 755 33  +380 (95) 737 55 33
"
473373,Chief Officer,Salary Negotiable,Chemical tanker,,04/12/2024,4 months,,"
Information about vacancy Chief Officer (for Chemical tanker):
Requirements: • USA VISA• DWT: 11299• Good English• Similar experience on rank and vessel type • Salary Negotiable • Contract Duration (4-6 month) I will answer all your questions via WhatsApp or TelegramPlease send your CV`s to my WhatsApp or e-mail: Tel: + 380632835158 (Dmytro)e-mail: Apply via Maritime Zone
"
467760,Chief Officer,Salary Negotiable,Heavy lift vessel,,10/01/2025,4 months,,"
Information about vacancy Chief Officer (for Heavy lift vessel):
Rank: Chief OfficerContract: 4+/-1 monthsEmbarkation: Apply via Maritime ZoneType: HEAVY LIFTDwt: 25733Engine Model: MAN B&W 6S40ME-B9
"
462562,2nd Engineer,$ 7 500 per month,Bulk Carrier,,25/11/2024,4 months,Baltic Sea,
473689,Chief Engineer,$ 7 100 per month,General cargo,,26/11/2024,6 months,Liberia,"
Information about vacancy Chief Engineer (for General cargo):
Send your CV:⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️+380666073760 +380958859267 +380992960690Viber, WhatsApp, TelegramEmail: Apply via Maritime Zone
"
469284,Chief Officer,$ 325 per day,Other vessels,,20/11/2024,2 months,,"
Information about vacancy Chief Officer (for Other vessels):
VSL’s type – OSV DP2; Wages – 325 USD per day; Contract Duration: 60 +/- 30 days; Area of sailing – UAE; Join date – ASAP; Comments: The candidate must hold Master’s Unlimited License and DP Full Certificate; Minimum obligatory experience – 24 months actual on board in the rank of Chief Officer/SDPO (6 months on similar type of vessels) and 1000 active DP hours; ADNOC approved candidates are preferable. Please apply with: 1. Updated CV with details of sea service; 2. COC and Endorsement and all valid STCW certificates; 3. Passport copy; 4. Seaman’s book and DP Log Book copies of all pages with details of sea service evidence of each vessel as detailed on CV; 5. References from previous employers; 6. Medical certificate;Candidates must be fully vaccinated against Covid-19. Apply via Navis Telegram Channel (NTC) Apply via Maritime Zone or get hired faster please fill in application form online on our website:  
"
471437,Fitter / Welder,$ 2 500 per month,Bulk Carrier,,25/11/2024,4 months,,"
Information about vacancy Fitter / Welder (for Bulk Carrier):
FITTER for BulkerFree EmploymentJoining Date: 25/11/2024Duration: 4+/-2 monthsSalary: 2500 USDCrew: Ukrainian DWT: 64000E-mail for your application:Apply via Maritime ZoneTelephone+38 (050) 482-83-10Join our telegram
"
469904,3rd Officer,$ 4 150 per month,Chemical tanker,,30/11/2024,5 months,,"
Information about vacancy 3rd Officer (for Chemical tanker):
NO AGENCY FEEViber/ WhatsApp / Telegram - +38 068 947 40 95Please filled Online Aplication as per below link:Apply via Maritime Zone?
"
464265,Master,$ 9 700 per month,Container Ship,,20/11/2024,4 months,,"
Information about vacancy Master (for Container Ship):
Promotion Prospects;Salary in time;Re-joining Bonus;Reputable Container Owners;Fast Placement
"
473959,2nd Officer,$ 4 500 per month,Crude Oil Tanker,,06/12/2024,4 months,,"
Information about vacancy 2nd Officer (for Crude Oil Tanker):
We are inviting candidates from UKRAINIAN, RUSSIAN ,GEORGIAN, GREEK to join our team.Requirements:•	Candidates should have good English and be ready to pass CES test•	Candidates should have min 3 contracts in rank and SAME dwt, SAME type of vessel.•	Max age 40 years•	All candidates should have no more than 2 SHIPOWNERS (not agency) during last 5-7 contracts.•	All candidates should not be ashore for more than 1 year.•	 I am ready to answer all your questions via WhatsApp.•	 Please send your CV to my WhatsApp: +380961576853•	 Email: Apply via Maritime Zone•	Join our team – we are waiting for you!
"
466608,Cabin Stewardess,$ 750 - $ 1 500 per month,Cruise Liner,,10/02/2025,8 months,Panama,
470226,ETO,Salary Negotiable,AHTS,,22/11/2024,3 months,,"
Information about vacancy ETO (for AHTS):
VSL’s type – AHTS DP2; Contract Duration: 90 +/-30 days; Area of sailing – Qatar/Congo/Cameroon; Join date – ASAP; Comments: The candidate must hold Electro Technical Officer’s License and DP Maintenance Certificate; Minimum obligatory experience – 12 months on similar types of vessels actual on board in the rank of ETO; Please apply with: 1. Updated CV with details of sea service; 2. COC and Endorsement and all valid STCW certificates; 3. Passport copy; 4. Seaman’s book and DP Log Book copies of all pages with details of sea service evidence of each vessel as detailed on CV; 5. References from previous employers; 6. Medical certificate; Candidates must be fully vaccinated against Covid-19. Apply via Navis Telegram Channel (NTC) Apply via Maritime Zone or get hired faster please fill in application form online on our website: 
"
468753,Master,$ 9 500 - $ 11 500 per month,Container Ship,,30/11/2024,5 months,,"
Information about vacancy Master (for Container Ship):
MasterContainer Vessels 10 000 – 25000 TEUsSalary: 9500-11500 USD or more (upon experience)Good EnglishExperience in rankApply via Maritime Zone
"
469841,2nd Officer,$ 4 800 - $ 5 100 per month,Chemical tanker,,20/11/2024,4 months,Marshall Islands,
436503,Deck Cadet,$ 500 per month,Bulk Carrier,,15/12/2024,6 months,,"
Information about vacancy Deck Cadet (for Bulk Carrier):
Good knowledge of EnglishRF citizenship onlyPlease fill our application form on Apply via Maritime ZoneContact details : 
"
471572,Chief Officer,$ 7 500 per month,Bulk Carrier,,30/11/2024,5 months,,"
Information about vacancy Chief Officer (for Bulk Carrier):
! Please send you CV to Apply via Maritime Zone and we will contact you for the relevant positions.NO COMMISSION, HEALTH INSURANCE, MIXED CREWS, AVAILABLE InternetThe salary is negotiable based on the experience, references, appraisals from previous companies for each seafarer.Seafair is a digital-first global manning agency with offices in the US, Germany, Greece, Philippines, and Ukraine, currently managing over 300 vessels. We work with the below values:- Well-paid jobs on-time- Top reputed Shipping Companies- 100% digital process- Professional 24/7 supportVisit our website  to see all vacancies and get updated about your application in real-time.
"
473261,4th Engineer,$ 1 700 - $ 1 800 per month,Power Station Vessel,Black Sea,23/11/2024,6 months,Liberia,"
Information about vacancy 4th Engineer (for Power Station Vessel):
POWER STATION VESSEL(ПЛАВУЧАЯ ЭЛЕКТРОСТАНЦИЯ) РАБОТА В ПОРТАХ УКРАИНЫ • Duration - 6(+-1) months• Верификация на руках• Обновленные данные в РЕЗЕРВ+ •‼️ Бронь на период работы‼️• Type of vessel - Power Station 3310 dwt• Location – Ukraine• Тема письма для Application Form - ""Power Station Vessel"" !!Наши контакты:Apply via Maritime ZoneOffice - +380 (48) 737 55 33 WhatsApp / Viber / Telegram - +380 (63) 73 755 33 /  +380 (95) 737 55 33
"
